no,season,daytime,night,price_sum,year_price_sum,hosin,general,anjin,dongyang,tongun,tayoung,carwash_sum,year_carwash_sum
577 ,2023-07-31,"9,511,931 ","1,193,477 ","10,705,408 ",,,,,,,,111 ,
578 ,2023-08-01,"6,386,041 ","18,184,683 ","24,570,724 ",,,,,,,,132 ,
579 ,2023-08-02,"8,928,044 ","8,069,867 ","16,997,911 ",,,,,,,,130 ,
580 ,2023-08-03,"8,975,829 ","8,459,014 ","17,434,843 ",,,,,,,,126 ,
581 ,2023-08-04,"10,250,456 ","8,870,651 ","19,121,107 ",,,,,,,,140 ,
582 ,2023-08-05,"8,120,175 ","7,127,770 ","15,247,945 ",,,,,,,,131 ,
583 ,2023-08-06,"5,941,139 ","4,775,736 ","10,716,875 ",,,,,,,,99 ,
584 ,2023-08-07,"10,167,063 ","7,371,221 ","17,538,284 ",,,,,,,,134 ,
585 ,2023-08-08,"9,959,067 ","7,916,711 ","17,875,778 ",,,,,,,,110 ,
586 ,2023-08-09,"10,154,442 ","7,866,158 ","18,020,600 ",,,,,,,,89 ,
587 ,2023-08-10,"8,484,942 ","5,566,233 ","14,051,175 ",,,,,,,,0 ,
588 ,2023-08-11,"9,034,107 ","7,893,688 ","16,927,795 ",,,,,,,,0 ,
589 ,2023-08-12,"8,175,382 ","7,114,914 ","15,290,296 ",,,,,,,,69 ,
590 ,2023-08-13,"6,347,376 ","5,112,338 ","11,459,714 ",,,,,,,,105 ,
591 ,2023-08-14,"8,476,065 ","7,325,068 ","15,801,133 ",,,,,,,,143 ,
592 ,2023-08-15,"6,364,886 ","4,536,042 ","10,900,928 ",,,,,,,,100 ,
593 ,2023-08-16,"10,025,088 ","8,059,975 ","18,085,063 ",,,,,,,,134 ,
594 ,2023-08-17,"9,871,026 ","7,796,349 ","17,667,375 ",,,,,,,,128 ,
595 ,2023-08-18,"10,095,058 ","8,854,578 ","18,949,636 ",,,,,,,,143 ,
596 ,2023-08-19,"8,328,023 ","8,005,816 ","16,333,839 ",,,,,,,,138 ,
597 ,2023-08-20,"6,259,402 ","5,652,395 ","11,911,797 ",,,,,,,,91 ,
598 ,2023-08-21,"9,415,960 ","8,101,492 ","17,517,452 ",,,,,,,,129 ,
599 ,2023-08-22,"9,006,512 ","7,797,669 ","16,804,181 ",,,,,,,,28 ,
600 ,2023-08-23,"9,536,923 ","7,523,342 ","17,060,265 ",,,,,,,,0 ,
601 ,2023-08-24,"9,001,780 ","7,782,061 ","16,783,841 ",,,,,,,,68 ,
602 ,2023-08-25,"9,515,914 ","9,115,221 ","18,631,135 ",,,,,,,,126 ,
603 ,2023-08-26,"7,258,443 ","7,769,002 ","15,027,445 ",,,,,,,,105 ,
604 ,2023-08-27,"6,655,387 ","4,577,823 ","11,233,210 ",,,,,,,,0 ,
605 ,2023-08-28,"9,517,835 ","7,402,836 ","16,920,671 ",,,,,,,,0 ,
606 ,2023-08-29,"8,826,340 ","7,772,989 ","16,599,329 ",,,,,,,,0 ,
607 ,2023-08-30,"9,083,031 ","7,963,803 ","17,046,834 ",,,,,,,,88 ,
608 ,2023-08-31,"9,061,060 ","1,572,924 ","10,633,984 ",,,,,,,,150 ,
609 ,2023-09-01,"6,996,647 ","18,029,597 ","25,026,244 ",,,,,,,,143 ,
610 ,2023-09-02,"8,059,831 ","7,925,801 ","15,985,632 ",,,,,,,,121 ,
611 ,2023-09-03,"5,929,495 ","4,703,460 ","10,632,955 ",,,,,,,,82 ,
612 ,2023-09-04,"8,485,556 ","8,080,183 ","16,565,739 ",,,,,,,,94 ,
613 ,2023-09-05,"9,591,155 ","8,566,452 ","18,157,607 ",,,,,,,,112 ,
614 ,2023-09-06,"9,890,764 ","8,847,046 ","18,737,810 ",,,,,,,,122 ,
615 ,2023-09-07,"10,323,302 ","8,857,505 ","19,180,807 ",,,,,,,,137 ,
616 ,2023-09-08,"10,348,125 ","8,345,314 ","18,693,439 ",,,,,,,,135 ,
617 ,2023-09-09,"7,968,145 ","7,643,318 ","15,611,463 ",,,,,,,,108 ,
618 ,2023-09-10,"7,755,182 ","4,559,256 ","12,314,438 ",,,,,,,,94 ,
619 ,2023-09-11,"9,690,690 ","7,544,819 ","17,235,509 ",,,,,,,,131 ,
620 ,2023-09-12,"9,268,100 ","7,760,138 ","17,028,238 ",,,,,,,,106 ,
621 ,2023-09-13,"9,978,692 ","7,673,884 ","17,652,576 ",,,,,,,,0 ,
622 ,2023-09-14,"8,748,116 ","8,799,869 ","17,547,985 ",,,,,,,,105 ,
623 ,2023-09-15,"9,121,741 ","8,954,442 ","18,076,183 ",,,,,,,,39 ,
624 ,2023-09-16,"8,313,400 ","7,638,626 ","15,952,026 ",,,,,,,,77 ,
625 ,2023-09-17,"6,279,844 ","5,689,434 ","11,969,278 ",,,,,,,,86 ,
626 ,2023-09-18,"10,838,567 ","8,568,917 ","19,407,484 ",,,,,,,,148 ,
627 ,2023-09-19,"9,391,785 ","6,844,686 ","16,236,471 ",,,,,,,,85 ,
628 ,2023-09-20,"9,593,560 ","8,088,742 ","17,682,302 ",,,,,,,,0 ,
629 ,2023-09-21,"10,236,235 ","8,412,954 ","18,649,189 ",,,,,,,,132 ,
630 ,2023-09-22,"10,662,003 ","8,804,957 ","19,466,960 ",,,,,,,,138 ,
631 ,2023-09-23,"8,377,693 ","7,822,536 ","16,200,229 ",,,,,,,,118 ,
632 ,2023-09-24,"7,115,818 ","5,276,134 ","12,391,952 ",,,,,,,,89 ,
633 ,2023-09-25,"9,904,896 ","7,645,042 ","17,549,938 ",,,,,,,,102 ,
634 ,2023-09-26,"10,042,551 ","8,473,909 ","18,516,460 ",,,,,,,,0 ,
635 ,2023-09-27,"11,526,292 ","8,644,312 ","20,170,604 ",,,,,,,,128 ,
636 ,2023-09-28,"6,769,882 ","4,395,076 ","11,164,958 ",,,,,,,,131 ,
637 ,2023-09-29,"4,439,990 ","4,634,374 ","9,074,364 ",,,,,,,,0 ,
638 ,2023-09-30,"5,131,553 ","860,370 ","5,991,923 ",,,,,,,,73 ,
639 ,2023-10-01,"4,026,734 ","8,452,284 ","12,479,018 ",,,,,,,,74 ,
640 ,2023-10-02,"6,797,536 ","5,130,939 ","11,928,475 ",,,,,,,,93 ,
641 ,2023-10-03,"5,702,458 ","3,888,394 ","9,590,852 ",,,,,,,,68 ,
642 ,2023-10-04,"8,576,488 ","8,191,975 ","16,768,463 ",,,,,,,,70 ,
643 ,2023-10-05,"8,720,112 ","8,167,261 ","16,887,373 ",,,,,,,,141 ,
644 ,2023-10-06,"10,250,913 ","9,444,802 ","19,695,715 ",,,,,,,,70 ,
645 ,2023-10-07,"7,556,548 ","8,036,528 ","15,593,076 ",,,,,,,,74 ,
646 ,2023-10-08,"5,470,880 ","5,535,937 ","11,006,817 ",,,,,,,,49 ,
647 ,2023-10-09,"6,487,183 ","3,892,831 ","10,380,014 ",,,,,,,,88 ,
648 ,2023-10-10,"10,626,049 ","7,022,968 ","17,649,017 ",,,,,,,,166 ,
649 ,2023-10-11,"10,183,707 ","7,631,263 ","17,814,970 ",,,,,,,,133 ,
650 ,2023-10-12,"9,333,397 ","8,141,139 ","17,474,536 ",,,,,,,,92 ,
651 ,2023-10-13,"11,028,768 ","9,354,496 ","20,383,264 ",,,,,,,,96 ,
652 ,2023-10-14,"7,454,682 ","8,651,775 ","16,106,457 ",,,,,,,,85 ,
653 ,2023-10-15,"7,251,966 ","4,909,402 ","12,161,368 ",,,,,,,,109 ,
654 ,2023-10-16,"10,056,641 ","7,956,520 ","18,013,161 ",,,,,,,,122 ,
655 ,2023-10-17,"8,771,270 ","7,917,796 ","16,689,066 ",,,,,,,,109 ,
656 ,2023-10-18,"9,565,762 ","7,966,746 ","17,532,508 ",,,,,,,,70 ,
657 ,2023-10-19,"9,250,950 ","8,663,410 ","17,914,360 ",,,,,,,,85 ,
658 ,2023-10-20,"10,280,203 ","8,638,472 ","18,918,675 ",,,,,,,,130 ,
659 ,2023-10-21,"9,217,302 ","7,418,789 ","16,636,091 ",,,,,,,,135 ,
660 ,2023-10-22,"7,271,077 ","5,111,159 ","12,382,236 ",,,,,,,,90 ,
661 ,2023-10-23,"9,628,235 ","8,027,341 ","17,655,576 ",,,,,,,,122 ,
662 ,2023-10-24,"9,288,122 ","7,882,822 ","17,170,944 ",,,,,,,,98 ,
663 ,2023-10-25,"9,166,963 ","7,740,129 ","16,907,092 ",,,,,,,,114 ,
664 ,2023-10-26,"9,168,153 ","8,988,401 ","18,156,554 ",,,,,,,,60 ,
665 ,2023-10-27,"11,061,521 ","8,990,262 ","20,051,783 ",,,,,,,,205 ,
666 ,2023-10-28,"9,244,430 ","8,419,545 ","17,663,975 ",,,,,,,,153 ,
667 ,2023-10-29,"7,183,863 ","4,714,016 ","11,897,879 ",,,,,,,,90 ,
668 ,2023-10-30,"9,535,368 ","8,048,839 ","17,584,207 ",,,,,,,,100 ,
669 ,2023-10-31,"8,975,749 ","1,203,082 ","10,178,831 ",,,,,,,,113 ,
670 ,2023-11-01,"7,158,997 ","15,901,701 ","23,060,698 ",,,,,,,,84 ,
671 ,2023-11-02,"9,521,211 ","8,829,924 ","18,351,135 ",,,,,,,,118 ,
672 ,2023-11-03,"9,982,748 ","9,065,655 ","19,048,403 ",,,,,,,,69 ,
673 ,2023-11-04,"8,399,988 ","8,295,901 ","16,695,889 ",,,,,,,,145 ,
674 ,2023-11-05,"5,319,849 ","4,574,562 ","9,894,411 ",,,,,,,,10 ,
675 ,2023-11-06,"9,932,082 ","7,412,721 ","17,344,803 ",,,,,,,,48 ,
676 ,2023-11-07,"10,662,659 ","8,298,436 ","18,961,095 ",,,,,,,,236 ,
677 ,2023-11-08,"10,259,774 ","7,887,906 ","18,147,680 ",,,,,,,,128 ,
678 ,2023-11-09,"9,453,991 ","8,820,415 ","18,274,406 ",,,,,,,,57 ,
679 ,2023-11-10,"10,844,435 ","9,270,526 ","20,114,961 ",,,,,,,,140 ,
680 ,2023-11-11,"9,059,591 ","9,105,275 ","18,164,866 ",,,,,,,,96 ,
681 ,2023-11-12,"6,488,222 ","5,123,194 ","11,611,416 ",,,,,,,,73 ,
682 ,2023-11-13,"9,008,870 ","8,698,545 ","17,707,415 ",,,,,,,,92 ,
683 ,2023-11-14,"8,957,595 ","8,665,766 ","17,623,361 ",,,,,,,,104 ,
684 ,2023-11-15,"10,612,914 ","8,642,594 ","19,255,508 ",,,,,,,,91 ,
685 ,2023-11-16,"9,725,045 ","9,576,067 ","19,301,112 ",,,,,,,,5 ,
686 ,2023-11-17,"10,842,678 ","9,263,644 ","20,106,322 ",,,,,,,,178 ,
687 ,2023-11-18,"8,549,989 ","9,080,188 ","17,630,177 ",,,,,,,,97 ,
688 ,2023-11-19,"6,864,591 ","5,567,949 ","12,432,540 ",,,,,,,,109 ,
689 ,2023-11-20,"9,329,732 ","7,638,178 ","16,967,910 ",,,,,,,,152 ,
690 ,2023-11-21,"9,627,057 ","7,795,931 ","17,422,988 ",,,,,,,,124 ,
691 ,2023-11-22,"10,920,005 ","8,506,380 ","19,426,385 ",,,,,,,,126 ,
692 ,2023-11-23,"10,476,842 ","8,986,379 ","19,463,221 ",,,,,,,,167 ,
693 ,2023-11-24,"10,905,656 ","8,940,743 ","19,846,399 ",,,,,,,,95 ,
694 ,2023-11-25,"8,752,490 ","8,939,350 ","17,691,840 ",,,,,,,,73 ,
695 ,2023-11-26,"6,955,444 ","5,827,568 ","12,783,012 ",,,,,,,,81 ,
696 ,2023-11-27,"10,403,633 ","8,503,005 ","18,906,638 ",,,,,,,,123 ,
697 ,2023-11-28,"9,598,644 ","8,577,590 ","18,176,234 ",,,,,,,,137 ,
698 ,2023-11-29,"10,404,507 ","9,607,148 ","20,011,655 ",,,,,,,,95 ,
699 ,2023-11-30,"9,869,364 ","1,084,350 ","10,953,714 ",,,,,,,,55 ,
700 ,2023-12-01,"8,547,012 ","18,925,437 ","27,472,449 ",,,,,,,,80 ,
701 ,2023-12-02,"9,015,340 ","8,017,785 ","17,033,125 ",,,,,,,,108 ,
702 ,2023-12-03,"7,468,061 ","4,117,997 ","11,586,058 ",,,,,,,,116 ,
703 ,2023-12-04,"10,812,508 ","8,571,451 ","19,383,959 ",,,,,,,,155 ,
704 ,2023-12-05,"9,639,191 ","8,465,845 ","18,105,036 ",,,,,,,,101 ,
705 ,2023-12-06,"10,398,429 ","8,964,288 ","19,362,717 ",,,,,,,,62 ,
706 ,2023-12-07,"10,210,361 ","8,949,396 ","19,159,757 ",,,,,,,,220 ,
707 ,2023-12-08,"11,254,964 ","9,206,595 ","20,461,559 ",,,,,,,,165 ,
708 ,2023-12-09,"8,523,418 ","8,752,175 ","17,275,593 ",,,,,,,,140 ,
709 ,2023-12-10,"6,015,648 ","4,540,632 ","10,556,280 ",,,,,,,,76 ,
710 ,2023-12-11,"9,831,296 ","8,952,653 ","18,783,949 ",,,,,,,,0 ,
711 ,2023-12-12,"10,341,457 ","8,825,347 ","19,166,804 ",,,,,,,,184 ,
712 ,2023-12-13,"10,832,522 ","8,759,851 ","19,592,373 ",,,,,,,,102 ,
713 ,2023-12-14,"8,597,549 ","8,811,416 ","17,408,965 ",,,,,,,,10 ,
714 ,2023-12-15,"10,563,844 ","10,375,451 ","20,939,295 ",,,,,,,,34 ,
715 ,2023-12-16,"9,017,501 ","9,313,670 ","18,331,171 ",,,,,,,,97 ,
716 ,2023-12-17,"6,388,201 ","6,371,469 ","12,759,670 ",,,,,,,,0 ,
717 ,2023-12-18,"10,173,338 ","9,618,148 ","19,791,486 ",,,,,,,,75 ,
718 ,2023-12-19,"10,523,086 ","8,900,476 ","19,423,562 ",,,,,,,,87 ,
719 ,2023-12-20,"10,102,491 ","9,170,819 ","19,273,310 ",,,,,,,,124 ,
720 ,2023-12-21,"11,842,931 ","9,824,289 ","21,667,220 ",,,,,,,,61 ,
721 ,2023-12-22,"12,002,846 ","9,817,825 ","21,820,671 ",,,,,,,,65 ,
722 ,2023-12-23,"9,436,423 ","8,307,439 ","17,743,862 ",,,,,,,,137 ,
723 ,2023-12-24,"6,640,750 ","5,368,714 ","12,009,464 ",,,,,,,,122 ,
724 ,2023-12-25,"6,010,519 ","4,622,959 ","10,633,478 ",,,,,,,,119 ,
725 ,2023-12-26,"11,186,847 ","8,259,156 ","19,446,003 ",,,,,,,,231 ,
726 ,2023-12-27,"10,623,081 ","9,275,240 ","19,898,321 ",,,,,,,,197 ,
727 ,2023-12-28,"9,853,223 ","9,103,406 ","18,956,629 ",,,,,,,,153 ,
728 ,2023-12-29,"10,438,921 ","9,261,013 ","19,699,934 ",,,,,,,,120 ,
729 ,2023-12-30,"7,473,460 ","8,164,140 ","15,637,600 ",,,,,,,,13 ,
730 ,2023-12-31,"5,934,167 ","1,106,001 ","7,040,168 ","6,397,200,479 ",,,,,,,109 ,"45,826 "
731 ,2024-01-01,"5,012,802 ","8,146,065 ","13,158,867 ",,7 ,74 ,2 ,8 ,9 ,4 ,101 ,
732 ,2024-01-02,"9,750,455 ","7,326,795 ","17,077,250 ",,10 ,81 ,11 ,19 ,11 ,14 ,142 ,
733 ,2024-01-03,"9,617,013 ","8,550,031 ","18,167,044 ",,19 ,52 ,11 ,29 ,6 ,9 ,131 ,
734 ,2024-01-04,"10,567,518 ","8,370,455 ","18,937,973 ",,13 ,88 ,7 ,21 ,12 ,9 ,142 ,
735 ,2024-01-05,"9,232,083 ","9,300,968 ","18,533,051 ",,13 ,103 ,9 ,18 ,7 ,14 ,156 ,
736 ,2024-01-06,"8,576,441 ","8,024,846 ","16,601,287 ",,14 ,69 ,9 ,15 ,8 ,2 ,106 ,
737 ,2024-01-07,"5,957,963 ","5,064,246 ","11,022,209 ",,20 ,61 ,1 ,12 ,5 ,2 ,94 ,
738 ,2024-01-08,"10,495,687 ","7,960,248 ","18,455,935 ",,22 ,75 ,11 ,21 ,19 ,15 ,151 ,
739 ,2024-01-09,"7,931,414 ","7,760,457 ","15,691,871 ",,6 ,4 ,3 ,9 ,1 ,1 ,27 ,
740 ,2024-01-10,"11,060,527 ","7,508,656 ","18,569,183 ",,36 ,151 ,16 ,32 ,27 ,16 ,264 ,
741 ,2024-01-11,"10,766,826 ","8,216,658 ","18,983,484 ",,8 ,118 ,8 ,21 ,9 ,10 ,160 ,
742 ,2024-01-12,"10,032,386 ","9,458,565 ","19,490,951 ",,12 ,109 ,6 ,22 ,15 ,13 ,160 ,
743 ,2024-01-13,"8,476,476 ","8,297,554 ","16,774,030 ",,16 ,90 ,6 ,23 ,9 ,5 ,134 ,
744 ,2024-01-14,"5,300,562 ","4,872,247 ","10,172,809 ",,8 ,38 ,2 ,19 ,3 ,5 ,72 ,
745 ,2024-01-15,"11,160,467 ","7,460,688 ","18,621,155 ",,14 ,68 ,4 ,15 ,17 ,9 ,134 ,
746 ,2024-01-16,"9,712,224 ","8,147,388 ","17,859,612 ",,19 ,70 ,1 ,21 ,2 ,6 ,108 ,
747 ,2024-01-17,"9,211,099 ","9,007,344 ","18,218,443 ",,2 ,21 ,4 ,3 ,2 ,2 ,29 ,
748 ,2024-01-18,"10,698,849 ","8,406,372 ","19,105,221 ",,24 ,127 ,13 ,38 ,27 ,22 ,239 ,
749 ,2024-01-19,"11,061,767 ","8,573,438 ","19,635,205 ",,10 ,135 ,6 ,21 ,9 ,9 ,160 ,
750 ,2024-01-20,"8,623,821 ","8,036,310 ","16,660,131 ",,7 ,33 ,3 ,11 ,7 ,5 ,59 ,
751 ,2024-01-21,"7,560,400 ","4,809,080 ","12,369,480 ",,11 ,58 ,2 ,28 ,15 ,11 ,125 ,
752 ,2024-01-22,"9,954,279 ","8,433,377 ","18,387,656 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
753 ,2024-01-23,"8,298,329 ","8,475,063 ","16,773,392 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
754 ,2024-01-24,"10,795,637 ","8,394,304 ","19,189,941 ",,13 ,36 ,3 ,8 ,8 ,11 ,67 ,
755 ,2024-01-25,"10,021,825 ","8,391,706 ","18,413,531 ",,16 ,57 ,6 ,14 ,11 ,8 ,0 ,
756 ,2024-01-26,"10,912,578 ","8,997,845 ","19,910,423 ",,13 ,110 ,5 ,26 ,13 ,11 ,169 ,
757 ,2024-01-27,"8,587,384 ","8,375,804 ","16,963,188 ",,8 ,116 ,4 ,19 ,12 ,10 ,147 ,
758 ,2024-01-28,"6,780,934 ","4,707,200 ","11,488,134 ",,8 ,79 ,1 ,12 ,5 ,5 ,96 ,
759 ,2024-01-29,"9,538,540 ","7,743,887 ","17,282,427 ",,17 ,82 ,9 ,20 ,9 ,13 ,138 ,
760 ,2024-01-30,"10,317,222 ","7,999,838 ","18,317,060 ",,15 ,69 ,7 ,21 ,13 ,7 ,126 ,
761 ,2024-01-31,"9,899,782 ","1,192,165 ","11,091,947 ",,10 ,101 ,5 ,21 ,17 ,11 ,142 ,
762 ,2024-02-01,"7,596,086 ","17,638,881 ","25,234,967 ",,15 ,65 ,6 ,18 ,10 ,9 ,116 ,
763 ,2024-02-02,"11,393,709 ","8,062,806 ","19,456,515 ",,12 ,89 ,9 ,18 ,7 ,14 ,139 ,
764 ,2024-02-03,"8,500,123 ","8,183,565 ","16,683,688 ",,7 ,64 ,2 ,16 ,4 ,10 ,99 ,
765 ,2024-02-04,"6,845,711 ","4,228,036 ","11,073,747 ",,11 ,88 ,1 ,21 ,10 ,10 ,123 ,
766 ,2024-02-05,"10,158,887 ","8,800,630 ","18,959,517 ",,12 ,20 ,3 ,18 ,3 ,11 ,67 ,
767 ,2024-02-06,"10,972,684 ","8,603,726 ","19,576,410 ",,35 ,159 ,16 ,37 ,26 ,22 ,267 ,
768 ,2024-02-07,"10,328,672 ","8,161,980 ","18,490,652 ",,17 ,129 ,9 ,27 ,19 ,13 ,186 ,
769 ,2024-02-08,"13,252,740 ","8,020,735 ","21,273,475 ",,12 ,167 ,7 ,27 ,16 ,11 ,220 ,
770 ,2024-02-09,"7,128,302 ","4,511,353 ","11,639,655 ",,10 ,105 ,2 ,9 ,6 ,2 ,120 ,
771 ,2024-02-10,"4,460,458 ","4,050,928 ","8,511,386 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
772 ,2024-02-11,"5,713,534 ","4,830,913 ","10,544,447 ",,11 ,55 ,0 ,0 ,10 ,5 ,84 ,
773 ,2024-02-12,"6,543,452 ","4,697,728 ","11,241,180 ",,13 ,93 ,1 ,16 ,13 ,0 ,115 ,
774 ,2024-02-13,"9,486,638 ","7,252,530 ","16,739,168 ",,20 ,72 ,16 ,17 ,11 ,18 ,149 ,
775 ,2024-02-14,"9,357,451 ","8,036,962 ","17,394,413 ",,12 ,65 ,4 ,17 ,9 ,7 ,100 ,
776 ,2024-02-15,"9,574,524 ","8,272,205 ","17,846,729 ",,22 ,38 ,6 ,20 ,7 ,7 ,99 ,
777 ,2024-02-16,"10,866,411 ","9,692,781 ","20,559,192 ",,16 ,125 ,8 ,21 ,20 ,11 ,183 ,
778 ,2024-02-17,"9,306,426 ","8,223,808 ","17,530,234 ",,13 ,102 ,5 ,19 ,12 ,10 ,135 ,
779 ,2024-02-18,"6,427,543 ","4,772,723 ","11,200,266 ",,3 ,21 ,0 ,9 ,2 ,4 ,38 ,
780 ,2024-02-19,"9,820,236 ","7,620,703 ","17,440,939 ",,9 ,18 ,2 ,13 ,6 ,5 ,55 ,
781 ,2024-02-20,"9,446,775 ","8,237,891 ","17,684,666 ",,12 ,65 ,7 ,19 ,8 ,13 ,111 ,
782 ,2024-02-21,"10,224,675 ","8,597,678 ","18,822,353 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
783 ,2024-02-22,"10,281,427 ","8,653,125 ","18,934,552 ",,23 ,33 ,6 ,18 ,11 ,11 ,106 ,
784 ,2024-02-23,"11,947,757 ","9,510,611 ","21,458,368 ",,33 ,191 ,16 ,44 ,28 ,16 ,304 ,
785 ,2024-02-24,"9,354,753 ","8,023,353 ","17,378,106 ",,11 ,118 ,5 ,19 ,8 ,9 ,146 ,
786 ,2024-02-25,"6,670,045 ","5,213,241 ","11,883,286 ",,1 ,13 ,1 ,17 ,9 ,8 ,115 ,
787 ,2024-02-26,"10,294,828 ","8,693,761 ","18,988,589 ",,19 ,121 ,13 ,21 ,18 ,12 ,193 ,
788 ,2024-02-27,"10,463,183 ","8,719,967 ","19,183,150 ",,9 ,78 ,6 ,20 ,9 ,11 ,121 ,
789 ,2024-02-28,"9,045,876 ","8,860,363 ","17,906,239 ",,7 ,35 ,1 ,11 ,3 ,10 ,0 ,
790 ,2024-02-29,"10,243,857 ","1,385,508 ","11,629,365 ",,8 ,85 ,4 ,28 ,8 ,5 ,110 ,
791 ,2024-03-01,"8,253,441 ","11,441,577 ","19,695,018 ",,6 ,35 ,1 ,6 ,2 ,2 ,49 ,
792 ,2024-03-02,"8,782,533 ","7,325,900 ","16,108,433 ",,7 ,64 ,1 ,19 ,5 ,6 ,93 ,
793 ,2024-03-03,"7,397,461 ","4,216,029 ","11,613,490 ",,15 ,99 ,2 ,19 ,13 ,12 ,145 ,
794 ,2024-03-04,"9,143,875 ","8,475,466 ","17,619,341 ",,20 ,92 ,12 ,16 ,13 ,14 ,161 ,
795 ,2024-03-05,"9,687,590 ","8,564,612 ","18,252,202 ",,7 ,58 ,6 ,23 ,11 ,8 ,107 ,
796 ,2024-03-06,"11,059,586 ","8,728,274 ","19,787,860 ",,13 ,68 ,2 ,20 ,11 ,9 ,116 ,
797 ,2024-03-07,"10,209,333 ","8,323,079 ","18,532,412 ",,19 ,85 ,10 ,30 ,13 ,10 ,156 ,
798 ,2024-03-08,"10,686,142 ","9,580,253 ","20,266,395 ",,24 ,183 ,9 ,30 ,17 ,14 ,246 ,
799 ,2024-03-09,"8,473,767 ","8,447,931 ","16,921,698 ",,19 ,130 ,9 ,18 ,5 ,9 ,161 ,
800 ,2024-03-10,"7,084,924 ","5,050,860 ","12,135,784 ",,7 ,101 ,0 ,14 ,12 ,8 ,119 ,
801 ,2024-03-11,"8,595,713 ","7,761,500 ","16,357,213 ",,12 ,61 ,2 ,24 ,11 ,9 ,106 ,
802 ,2024-03-12,"10,199,017 ","8,555,112 ","18,754,129 ",,25 ,88 ,14 ,31 ,19 ,13 ,185 ,
803 ,2024-03-13,"10,596,637 ","9,166,439 ","19,763,076 ",,23 ,182 ,13 ,24 ,20 ,20 ,237 ,
804 ,2024-03-14,"9,302,937 ","8,566,690 ","17,869,627 ",,11 ,105 ,9 ,24 ,11 ,12 ,151 ,
805 ,2024-03-15,"11,406,187 ","9,422,052 ","20,828,239 ",,8 ,97 ,6 ,26 ,3 ,10 ,141 ,
806 ,2024-03-16,"8,506,708 ","8,855,295 ","17,362,003 ",,17 ,90 ,5 ,20 ,6 ,12 ,129 ,
807 ,2024-03-17,"6,293,705 ","4,763,192 ","11,056,897 ",,11 ,66 ,1 ,22 ,20 ,11 ,122 ,
808 ,2024-03-18,"9,793,105 ","7,949,183 ","17,742,288 ",,24 ,70 ,12 ,26 ,17 ,10 ,154 ,
809 ,2024-03-19,"10,455,010 ","7,962,808 ","18,417,818 ",,44 ,200 ,20 ,36 ,24 ,17 ,275 ,
810 ,2024-03-20,"10,394,245 ","8,584,150 ","18,978,395 ",,13 ,150 ,7 ,24 ,20 ,12 ,188 ,
811 ,2024-03-21,"10,700,540 ","8,964,864 ","19,665,404 ",,17 ,132 ,6 ,15 ,13 ,10 ,158 ,
812 ,2024-03-22,"9,059,412 ","8,944,929 ","18,004,341 ",,1 ,47 ,5 ,13 ,5 ,4 ,66 ,
813 ,2024-03-23,"9,652,387 ","8,302,516 ","17,954,903 ",,32 ,208 ,15 ,36 ,24 ,24 ,301 ,
814 ,2024-03-24,"7,368,874 ","5,280,219 ","12,649,093 ",,8 ,118 ,2 ,16 ,8 ,5 ,125 ,
815 ,2024-03-25,"9,658,422 ","8,571,757 ","18,230,179 ",,1 ,22 ,4 ,5 ,8 ,2 ,39 ,
816 ,2024-03-26,"10,773,842 ","8,072,654 ","18,846,496 ",,25 ,96 ,9 ,26 ,16 ,9 ,169 ,
817 ,2024-03-27,"9,854,849 ","8,208,246 ","18,063,095 ",,13 ,56 ,4 ,26 ,9 ,9 ,111 ,
818 ,2024-03-28,"9,991,441 ","8,860,091 ","18,851,532 ",,13 ,50 ,6 ,24 ,10 ,9 ,108 ,
819 ,2024-03-29,"11,761,486 ","9,358,615 ","21,120,101 ",,37 ,193 ,19 ,41 ,27 ,20 ,295 ,
820 ,2024-03-30,"9,554,946 ","9,721,278 ","19,276,224 ",,19 ,163 ,10 ,30 ,25 ,14 ,240 ,
821 ,2024-03-31,"6,391,350 ","814,639 ","7,205,989 ",,9 ,134 ,3 ,22 ,10 ,4 ,138 ,
