no,season,daytime,night,price_sum,year_price_sum,hosin,general,anjin,dongyang,tongun,tayoung,carwash_sum,year_carwash_sum
287 ,2022-10-14,"12,117,366 ","7,402,496 ","19,519,862 ",,,,,,,,136 ,
288 ,2022-10-15,"9,237,889 ","6,417,829 ","15,655,718 ",,,,,,,,51 ,
289 ,2022-10-16,"7,305,901 ","4,689,899 ","11,995,800 ",,,,,,,,97 ,
290 ,2022-10-17,"12,525,501 ","7,628,919 ","20,154,420 ",,,,,,,,169 ,
291 ,2022-10-18,"11,978,124 ","8,051,453 ","20,029,577 ",,,,,,,,169 ,
292 ,2022-10-19,"11,516,555 ","7,684,356 ","19,200,911 ",,,,,,,,150 ,
293 ,2022-10-20,"13,694,096 ","8,176,432 ","21,870,528 ",,,,,,,,70 ,
294 ,2022-10-21,"11,479,227 ","8,454,494 ","19,933,721 ",,,,,,,,161 ,
295 ,2022-10-22,"10,486,600 ","7,852,463 ","18,339,063 ",,,,,,,,172 ,
296 ,2022-10-23,"8,873,821 ","4,807,147 ","13,680,968 ",,,,,,,,148 ,
297 ,2022-10-24,"12,704,304 ","7,131,904 ","19,836,208 ",,,,,,,,163 ,
298 ,2022-10-25,"12,704,304 ","7,126,904 ","19,831,208 ",,,,,,,,163 ,
299 ,2022-10-26,"10,907,754 ","8,177,359 ","19,085,113 ",,,,,,,,140 ,
300 ,2022-10-27,"13,238,483 ","8,419,198 ","21,657,681 ",,,,,,,,159 ,
301 ,2022-10-28,"12,595,840 ","8,502,651 ","21,098,491 ",,,,,,,,177 ,
302 ,2022-10-29,"10,148,333 ","7,685,811 ","17,834,144 ",,,,,,,,161 ,
303 ,2022-10-30,"8,160,457 ","5,357,736 ","13,518,193 ",,,,,,,,136 ,
304 ,2022-10-31,"12,051,392 ","979,725 ","13,031,117 ",,,,,,,,140 ,
305 ,2022-11-01,"5,716,692 ","18,774,089 ","24,490,781 ",,,,,,,,157 ,
306 ,2022-11-02,"10,620,676 ","7,575,061 ","18,195,737 ",,,,,,,,152 ,
307 ,2022-11-03,"10,651,940 ","8,581,213 ","19,233,153 ",,,,,,,,101 ,
308 ,2022-11-04,"13,642,512 ","8,598,209 ","22,240,721 ",,,,,,,,163 ,
309 ,2022-11-05,"9,576,231 ","7,067,107 ","16,643,338 ",,,,,,,,160 ,
310 ,2022-11-06,"8,380,937 ","5,580,885 ","13,961,822 ",,,,,,,,118 ,
311 ,2022-11-07,"12,339,743 ","7,280,732 ","19,620,475 ",,,,,,,,154 ,
312 ,2022-11-08,"11,626,533 ","7,072,970 ","18,699,503 ",,,,,,,,161 ,
313 ,2022-11-09,"11,824,689 ","7,971,881 ","19,796,570 ",,,,,,,,125 ,
314 ,2022-11-10,"13,015,281 ","7,977,239 ","20,992,520 ",,,,,,,,167 ,
315 ,2022-11-11,"12,806,131 ","8,027,716 ","20,833,847 ",,,,,,,,172 ,
316 ,2022-11-12,"9,995,270 ","6,823,484 ","16,818,754 ",,,,,,,,64 ,
317 ,2022-11-13,"8,692,144 ","4,132,871 ","12,825,015 ",,,,,,,,90 ,
318 ,2022-11-14,"11,750,931 ","8,255,264 ","20,006,195 ",,,,,,,,166 ,
319 ,2022-11-15,"11,751,671 ","7,287,553 ","19,039,224 ",,,,,,,,143 ,
320 ,2022-11-16,"11,608,852 ","7,876,241 ","19,485,093 ",,,,,,,,178 ,
321 ,2022-11-17,"11,989,130 ","7,801,629 ","19,790,759 ",,,,,,,,128 ,
322 ,2022-11-18,"13,286,739 ","7,888,828 ","21,175,567 ",,,,,,,,171 ,
323 ,2022-11-19,"10,629,837 ","6,693,718 ","17,323,555 ",,,,,,,,165 ,
324 ,2022-11-20,"9,128,917 ","4,636,046 ","13,764,963 ",,,,,,,,53 ,
325 ,2022-11-21,"11,871,554 ","8,278,818 ","20,150,372 ",,,,,,,,78 ,
326 ,2022-11-22,"12,131,577 ","7,095,389 ","19,226,966 ",,,,,,,,96 ,
327 ,2022-11-23,"11,366,119 ","7,795,443 ","19,161,562 ",,,,,,,,210 ,
328 ,2022-11-24,"12,007,924 ","7,407,598 ","19,415,522 ",,,,,,,,144 ,
329 ,2022-11-25,"14,038,465 ","8,497,130 ","22,535,595 ",,,,,,,,186 ,
330 ,2022-11-26,"10,259,666 ","7,628,696 ","17,888,362 ",,,,,,,,176 ,
331 ,2022-11-27,"10,159,794 ","4,679,351 ","14,839,145 ",,,,,,,,117 ,
332 ,2022-11-28,"11,701,098 ","6,609,761 ","18,310,859 ",,,,,,,,29 ,
333 ,2022-11-29,"13,508,976 ","8,290,753 ","21,799,729 ",,,,,,,,262 ,
334 ,2022-11-30,"12,484,189 ","1,370,061 ","13,854,250 ",,,,,,,,60 ,
335 ,2022-12-01,"5,716,692 ","18,774,089 ","24,490,781 ",,,,,,,,157 ,
336 ,2022-12-02,"10,620,676 ","7,575,061 ","18,195,737 ",,,,,,,,152 ,
337 ,2022-12-03,"10,651,940 ","8,581,213 ","19,233,153 ",,,,,,,,101 ,
338 ,2022-12-04,"13,642,512 ","8,598,209 ","22,240,721 ",,,,,,,,163 ,
339 ,2022-12-05,"9,576,231 ","7,067,107 ","16,643,338 ",,,,,,,,160 ,
340 ,2022-12-06,"8,380,937 ","5,580,885 ","13,961,822 ",,,,,,,,118 ,
341 ,2022-12-07,"12,339,743 ","7,280,732 ","19,620,475 ",,,,,,,,154 ,
342 ,2022-12-08,"11,626,533 ","7,072,970 ","18,699,503 ",,,,,,,,161 ,
343 ,2022-12-09,"11,824,689 ","7,971,881 ","19,796,570 ",,,,,,,,125 ,
344 ,2022-12-10,"13,015,281 ","7,977,239 ","20,992,520 ",,,,,,,,167 ,
345 ,2022-12-11,"12,806,131 ","8,027,716 ","20,833,847 ",,,,,,,,172 ,
346 ,2022-12-12,"9,995,270 ","6,823,484 ","16,818,754 ",,,,,,,,64 ,
347 ,2022-12-13,"8,692,144 ","4,132,871 ","12,825,015 ",,,,,,,,90 ,
348 ,2022-12-14,"11,750,931 ","8,255,264 ","20,006,195 ",,,,,,,,166 ,
349 ,2022-12-15,"11,751,671 ","7,287,553 ","19,039,224 ",,,,,,,,143 ,
350 ,2022-12-16,"11,608,852 ","7,876,241 ","19,485,093 ",,,,,,,,178 ,
351 ,2022-12-17,"11,989,130 ","7,801,629 ","19,790,759 ",,,,,,,,128 ,
352 ,2022-12-18,"13,286,739 ","7,888,828 ","21,175,567 ",,,,,,,,171 ,
353 ,2022-12-19,"10,629,837 ","6,693,718 ","17,323,555 ",,,,,,,,165 ,
354 ,2022-12-20,"9,128,917 ","4,636,046 ","13,764,963 ",,,,,,,,53 ,
355 ,2022-12-21,"11,871,554 ","8,278,818 ","20,150,372 ",,,,,,,,78 ,
356 ,2022-12-22,"12,131,577 ","7,095,389 ","19,226,966 ",,,,,,,,96 ,
357 ,2022-12-23,"11,366,119 ","7,795,443 ","19,161,562 ",,,,,,,,210 ,
358 ,2022-12-24,"12,007,924 ","7,407,598 ","19,415,522 ",,,,,,,,144 ,
359 ,2022-12-25,"14,038,465 ","8,497,130 ","22,535,595 ",,,,,,,,186 ,
360 ,2022-12-26,"10,259,666 ","7,628,696 ","17,888,362 ",,,,,,,,176 ,
361 ,2022-12-27,"10,159,794 ","4,679,351 ","14,839,145 ",,,,,,,,117 ,
362 ,2022-12-28,"11,701,098 ","6,609,761 ","18,310,859 ",,,,,,,,29 ,
363 ,2022-12-29,"13,508,976 ","8,290,753 ","21,799,729 ",,,,,,,,262 ,
364 ,2022-12-30,"12,484,189 ","1,370,061 ","13,854,250 ",,,,,,,,60 ,
365 ,2022-12-31,"12,484,189 ","1,370,061 ","13,854,250 ","7,283,899,208 ",,,,,,,60 ,"53,029 "
366 ,2023-01-01,"5,146,091 ","10,631,902 ","15,777,993 ",,,,,,,,137 ,
367 ,2023-01-02,"11,278,229 ","7,342,452 ","18,620,681 ",,,,,,,,135 ,
368 ,2023-01-03,"12,200,676 ","7,288,045 ","19,488,721 ",,,,,,,,104 ,
369 ,2023-01-04,"11,265,144 ","7,262,011 ","18,527,155 ",,,,,,,,153 ,
370 ,2023-01-05,"11,365,880 ","8,090,067 ","19,455,947 ",,,,,,,,136 ,
371 ,2023-01-06,"12,404,970 ","7,794,895 ","20,199,865 ",,,,,,,,136 ,
372 ,2023-01-07,"10,827,014 ","7,494,236 ","18,321,250 ",,,,,,,,268 ,
373 ,2023-01-08,"7,974,334 ","4,483,018 ","12,457,352 ",,,,,,,,134 ,
374 ,2023-01-09,"11,945,216 ","7,755,946 ","19,701,162 ",,,,,,,,191 ,
375 ,2023-01-10,"12,280,787 ","7,187,551 ","19,468,338 ",,,,,,,,183 ,
376 ,2023-01-11,"11,102,958 ","7,798,336 ","18,901,294 ",,,,,,,,153 ,
377 ,2023-01-12,"12,066,468 ","7,396,079 ","19,462,547 ",,,,,,,,160 ,
378 ,2023-01-13,"11,004,838 ","8,213,550 ","19,218,388 ",,,,,,,,43 ,
379 ,2023-01-14,"9,243,478 ","6,966,147 ","16,209,625 ",,,,,,,,89 ,
380 ,2023-01-15,"8,065,052 ","4,551,005 ","12,616,057 ",,,,,,,,67 ,
381 ,2023-01-16,"14,683,143 ","8,117,435 ","22,800,578 ",,,,,,,,193 ,
382 ,2023-01-17,"12,050,011 ","8,178,417 ","20,228,428 ",,,,,,,,131 ,
383 ,2023-01-18,"12,288,067 ","8,311,700 ","20,599,767 ",,,,,,,,184 ,
384 ,2023-01-19,"14,098,151 ","8,521,933 ","22,620,084 ",,,,,,,,191 ,
385 ,2023-01-20,"15,663,134 ","9,574,558 ","25,237,692 ",,,,,,,,378 ,
386 ,2023-01-21,"10,034,027 ","5,253,694 ","15,287,721 ",,,,,,,,176 ,
387 ,2023-01-22,"6,943,000 ","4,581,808 ","11,524,808 ",,,,,,,,0 ,
388 ,2023-01-23,"7,030,025 ","4,861,708 ","11,891,733 ",,,,,,,,135 ,
389 ,2023-01-24,"6,083,911 ","6,238,806 ","12,322,717 ",,,,,,,,0 ,
390 ,2023-01-25,"13,303,791 ","9,105,273 ","22,409,064 ",,,,,,,,0 ,
391 ,2023-01-26,"10,386,465 ","8,481,104 ","18,867,569 ",,,,,,,,137 ,
392 ,2023-01-27,"13,601,797 ","10,241,715 ","23,843,512 ",,,,,,,,135 ,
393 ,2023-01-28,"11,807,035 ","7,417,331 ","19,224,366 ",,,,,,,,201 ,
394 ,2023-01-29,"9,979,797 ","5,667,568 ","15,647,365 ",,,,,,,,174 ,
395 ,2023-01-30,"13,222,360 ","8,837,654 ","22,060,014 ",,,,,,,,277 ,
396 ,2023-01-31,"12,106,119 ","1,092,842 ","13,198,961 ",,,,,,,,210 ,
397 ,2023-02-01,"7,361,254 ","20,356,699 ","27,717,953 ",,,,,,,,267 ,
398 ,2023-02-02,"12,293,370 ","8,460,620 ","20,753,990 ",,,,,,,,170 ,
399 ,2023-02-03,"11,955,248 ","8,327,923 ","20,283,171 ",,,,,,,,151 ,
400 ,2023-02-04,"11,706,365 ","8,067,550 ","19,773,915 ",,,,,,,,199 ,
401 ,2023-02-05,"8,742,964 ","4,908,992 ","13,651,956 ",,,,,,,,149 ,
402 ,2023-02-06,"11,996,432 ","8,356,854 ","20,353,286 ",,,,,,,,199 ,
403 ,2023-02-07,"12,193,037 ","8,375,398 ","20,568,435 ",,,,,,,,178 ,
404 ,2023-02-08,"12,400,269 ","9,360,757 ","21,761,026 ",,,,,,,,190 ,
405 ,2023-02-09,"11,405,931 ","8,505,082 ","19,911,013 ",,,,,,,,178 ,
406 ,2023-02-10,"12,723,275 ","8,876,416 ","21,599,691 ",,,,,,,,339 ,
407 ,2023-02-11,"11,782,901 ","8,498,483 ","20,281,384 ",,,,,,,,250 ,
408 ,2023-02-12,"9,225,058 ","5,029,953 ","14,255,011 ",,,,,,,,162 ,
409 ,2023-02-13,"10,851,239 ","7,590,028 ","18,441,267 ",,,,,,,,164 ,
410 ,2023-02-14,"11,877,631 ","8,844,717 ","20,722,348 ",,,,,,,,180 ,
411 ,2023-02-15,"12,046,866 ","9,045,788 ","21,092,654 ",,,,,,,,172 ,
412 ,2023-02-16,"11,053,158 ","8,214,001 ","19,267,159 ",,,,,,,,157 ,
413 ,2023-02-17,"12,962,704 ","9,061,806 ","22,024,510 ",,,,,,,,183 ,
414 ,2023-02-18,"9,777,448 ","7,668,892 ","17,446,340 ",,,,,,,,126 ,
415 ,2023-02-19,"8,253,326 ","4,800,722 ","13,054,048 ",,,,,,,,202 ,
416 ,2023-02-20,"11,784,400 ","8,243,332 ","20,027,732 ",,,,,,,,249 ,
417 ,2023-02-21,"12,130,464 ","8,885,865 ","21,016,329 ",,,,,,,,150 ,
418 ,2023-02-22,"11,871,677 ","8,699,566 ","20,571,243 ",,,,,,,,178 ,
419 ,2023-02-23,"12,697,327 ","8,327,447 ","21,024,774 ",,,,,,,,180 ,
420 ,2023-02-24,"12,653,607 ","9,211,978 ","21,865,585 ",,,,,,,,210 ,
421 ,2023-02-25,"9,793,360 ","7,885,957 ","17,679,317 ",,,,,,,,163 ,
422 ,2023-02-26,"9,903,125 ","5,105,450 ","15,008,575 ",,,,,,,,172 ,
423 ,2023-02-27,"10,950,637 ","9,050,717 ","20,001,354 ",,,,,,,,188 ,
424 ,2023-02-28,"12,980,133 ","1,552,746 ","14,532,879 ",,,,,,,,151 ,
425 ,2023-03-01,"7,497,133 ","10,814,954 ","18,312,087 ",,,,,,,,100 ,
426 ,2023-03-02,"11,917,930 ","8,365,317 ","20,283,247 ",,,,,,,,164 ,
427 ,2023-03-03,"11,322,460 ","9,631,479 ","20,953,939 ",,,,,,,,163 ,
428 ,2023-03-04,"10,902,627 ","8,542,955 ","19,445,582 ",,,,,,,,171 ,
429 ,2023-03-05,"7,559,167 ","4,497,870 ","12,057,037 ",,,,,,,,135 ,
430 ,2023-03-06,"11,341,222 ","8,731,855 ","20,073,077 ",,,,,,,,169 ,
431 ,2023-03-07,"10,834,882 ","8,443,220 ","19,278,102 ",,,,,,,,136 ,
432 ,2023-03-08,"11,788,125 ","7,953,030 ","19,741,155 ",,,,,,,,161 ,
433 ,2023-03-09,"11,491,907 ","8,710,561 ","20,202,468 ",,,,,,,,257 ,
434 ,2023-03-10,"12,066,050 ","9,809,439 ","21,875,489 ",,,,,,,,220 ,
435 ,2023-03-11,"9,475,998 ","8,315,590 ","17,791,588 ",,,,,,,,131 ,
436 ,2023-03-12,"7,591,310 ","4,720,628 ","12,311,938 ",,,,,,,,125 ,
437 ,2023-03-13,"11,275,748 ","8,555,485 ","19,831,233 ",,,,,,,,199 ,
438 ,2023-03-14,"10,651,305 ","8,321,744 ","18,973,049 ",,,,,,,,175 ,
439 ,2023-03-15,"10,577,755 ","9,547,952 ","20,125,707 ",,,,,,,,128 ,
440 ,2023-03-16,"11,861,000 ","8,831,001 ","20,692,001 ",,,,,,,,188 ,
441 ,2023-03-17,"11,721,170 ","9,456,458 ","21,177,628 ",,,,,,,,169 ,
442 ,2023-03-18,"10,465,381 ","8,805,655 ","19,271,036 ",,,,,,,,170 ,
443 ,2023-03-19,"6,907,678 ","5,043,804 ","11,951,482 ",,,,,,,,133 ,
444 ,2023-03-20,"11,357,902 ","7,669,389 ","19,027,291 ",,,,,,,,170 ,
445 ,2023-03-21,"10,455,204 ","8,727,764 ","19,182,968 ",,,,,,,,153 ,
446 ,2023-03-22,"9,599,308 ","8,989,222 ","18,588,530 ",,,,,,,,125 ,
447 ,2023-03-23,"11,404,122 ","9,013,527 ","20,417,649 ",,,,,,,,206 ,
448 ,2023-03-24,"10,796,672 ","10,371,697 ","21,168,369 ",,,,,,,,140 ,
449 ,2023-03-25,"9,151,958 ","9,213,018 ","18,364,976 ",,,,,,,,180 ,
450 ,2023-03-26,"6,743,118 ","5,483,997 ","12,227,115 ",,,,,,,,47 ,
451 ,2023-03-27,"9,499,020 ","9,018,534 ","18,517,554 ",,,,,,,,138 ,
452 ,2023-03-28,"10,692,037 ","8,391,242 ","19,083,279 ",,,,,,,,169 ,
453 ,2023-03-29,"12,062,790 ","9,159,170 ","21,221,960 ",,,,,,,,206 ,
454 ,2023-03-30,"10,795,807 ","9,415,694 ","20,211,501 ",,,,,,,,161 ,
455 ,2023-03-31,"11,257,602 ","1,305,713 ","12,563,315 ",,,,,,,,175 ,
456 ,2023-04-01,"9,175,976 ","18,005,435 ","27,181,411 ",,,,,,,,159 ,
457 ,2023-04-02,"7,608,433 ","5,113,235 ","12,721,668 ",,,,,,,,130 ,
458 ,2023-04-03,"11,217,531 ","8,795,089 ","20,012,620 ",,,,,,,,153 ,
459 ,2023-04-04,"9,152,910 ","8,695,395 ","17,848,305 ",,,,,,,,61 ,
460 ,2023-04-05,"9,758,232 ","8,959,722 ","18,717,954 ",,,,,,,,0 ,
461 ,2023-04-06,"10,322,482 ","9,879,720 ","20,202,202 ",,,,,,,,128 ,
462 ,2023-04-07,"11,552,111 ","10,320,207 ","21,872,318 ",,,,,,,,0 ,
463 ,2023-04-08,"9,873,304 ","8,786,265 ","18,659,569 ",,,,,,,,0 ,
464 ,2023-04-09,"7,100,777 ","5,990,662 ","13,091,439 ",,,,,,,,0 ,
465 ,2023-04-10,"10,406,212 ","8,193,112 ","18,599,324 ",,,,,,,,124 ,
466 ,2023-04-11,"9,874,484 ","8,348,709 ","18,223,193 ",,,,,,,,165 ,
467 ,2023-04-12,"11,914,398 ","9,172,800 ","21,087,198 ",,,,,,,,308 ,
468 ,2023-04-13,"10,566,282 ","8,996,504 ","19,562,786 ",,,,,,,,232 ,
469 ,2023-04-14,"11,392,441 ","9,697,972 ","21,090,413 ",,,,,,,,214 ,
470 ,2023-04-15,"9,075,277 ","8,761,338 ","17,836,615 ",,,,,,,,186 ,
471 ,2023-04-16,"7,114,825 ","4,862,217 ","11,977,042 ",,,,,,,,176 ,
472 ,2023-04-17,"10,928,962 ","8,755,313 ","19,684,275 ",,,,,,,,224 ,
473 ,2023-04-18,"11,161,985 ","8,698,674 ","19,860,659 ",,,,,,,,269 ,
474 ,2023-04-19,"10,901,287 ","9,072,987 ","19,974,274 ",,,,,,,,259 ,
475 ,2023-04-20,"10,716,080 ","8,910,204 ","19,626,284 ",,,,,,,,172 ,
476 ,2023-04-21,"12,325,341 ","9,847,053 ","22,172,394 ",,,,,,,,246 ,
477 ,2023-04-22,"9,920,619 ","8,703,739 ","18,624,358 ",,,,,,,,195 ,
478 ,2023-04-23,"7,109,116 ","5,241,208 ","12,350,324 ",,,,,,,,131 ,
479 ,2023-04-24,"10,061,613 ","8,616,281 ","18,677,894 ",,,,,,,,174 ,
480 ,2023-04-25,"9,732,185 ","8,471,680 ","18,203,865 ",,,,,,,,129 ,
481 ,2023-04-26,"12,568,923 ","8,742,550 ","21,311,473 ",,,,,,,,314 ,
482 ,2023-04-27,"10,742,943 ","9,517,654 ","20,260,597 ",,,,,,,,194 ,
483 ,2023-04-28,"10,986,304 ","9,797,906 ","20,784,210 ",,,,,,,,163 ,
484 ,2023-04-29,"8,726,393 ","8,853,666 ","17,580,059 ",,,,,,,,114 ,
485 ,2023-04-30,"7,777,163 ","1,020,339 ","8,797,502 ",,,,,,,,169 ,
486 ,2023-05-01,"4,806,475 ","12,440,940 ","17,247,415 ",,,,,,,,144 ,
487 ,2023-05-02,"10,983,407 ","8,756,751 ","19,740,158 ",,,,,,,,277 ,
488 ,2023-05-03,"9,709,561 ","9,443,769 ","19,153,330 ",,,,,,,,146 ,
489 ,2023-05-04,"10,702,853 ","9,293,003 ","19,995,856 ",,,,,,,,118 ,
490 ,2023-05-05,"6,493,574 ","4,736,858 ","11,230,432 ",,,,,,,,0 ,
491 ,2023-05-06,"7,554,335 ","8,281,162 ","15,835,497 ",,,,,,,,54 ,
492 ,2023-05-07,"7,703,931 ","5,490,824 ","13,194,755 ",,,,,,,,156 ,
493 ,2023-05-08,"10,905,979 ","8,450,963 ","19,356,942 ",,,,,,,,207 ,
494 ,2023-05-09,"10,740,678 ","8,933,636 ","19,674,314 ",,,,,,,,154 ,
495 ,2023-05-10,"10,374,102 ","8,351,067 ","18,725,169 ",,,,,,,,166 ,
496 ,2023-05-11,"10,851,758 ","9,818,176 ","20,669,934 ",,,,,,,,153 ,
497 ,2023-05-12,"11,589,729 ","10,328,328 ","21,918,057 ",,,,,,,,166 ,
498 ,2023-05-13,"8,989,747 ","8,027,776 ","17,017,523 ",,,,,,,,154 ,
499 ,2023-05-14,"7,563,874 ","6,017,516 ","13,581,390 ",,,,,,,,140 ,
500 ,2023-05-15,"10,679,204 ","8,270,314 ","18,949,518 ",,,,,,,,202 ,
501 ,2023-05-16,"10,296,001 ","8,509,568 ","18,805,569 ",,,,,,,,162 ,
502 ,2023-05-17,"9,928,937 ","8,973,003 ","18,901,940 ",,,,,,,,162 ,
503 ,2023-05-18,"10,074,508 ","9,012,482 ","19,086,990 ",,,,,,,,145 ,
504 ,2023-05-19,"11,033,808 ","9,863,167 ","20,896,975 ",,,,,,,,222 ,
505 ,2023-05-20,"9,757,471 ","8,959,284 ","18,716,755 ",,,,,,,,165 ,
506 ,2023-05-21,"7,939,483 ","6,214,686 ","14,154,169 ",,,,,,,,69 ,
507 ,2023-05-22,"10,403,627 ","8,632,745 ","19,036,372 ",,,,,,,,103 ,
508 ,2023-05-23,"10,892,134 ","9,055,042 ","19,947,176 ",,,,,,,,231 ,
509 ,2023-05-24,"11,354,940 ","8,843,351 ","20,198,291 ",,,,,,,,197 ,
510 ,2023-05-25,"9,773,926 ","9,074,246 ","18,848,172 ",,,,,,,,0 ,
511 ,2023-05-26,"10,852,503 ","10,848,870 ","21,701,373 ",,,,,,,,177 ,
512 ,2023-05-27,"7,155,506 ","5,946,230 ","13,101,736 ",,,,,,,,29 ,
513 ,2023-05-28,"6,707,695 ","5,217,609 ","11,925,304 ",,,,,,,,0 ,
514 ,2023-05-29,"8,713,901 ","5,596,578 ","14,310,479 ",,,,,,,,144 ,
515 ,2023-05-30,"10,871,660 ","9,522,057 ","20,393,717 ",,,,,,,,137 ,
516 ,2023-05-31,"9,312,179 ","1,122,309 ","10,434,488 ",,,,,,,,144 ,
517 ,2023-06-01,"7,042,726 ","17,793,921 ","24,836,647 ",,,,,,,,126 ,
518 ,2023-06-02,"11,438,059 ","9,179,580 ","20,617,639 ",,,,,,,,163 ,
519 ,2023-06-03,"8,698,913 ","9,075,683 ","17,774,596 ",,,,,,,,158 ,
520 ,2023-06-04,"6,714,628 ","5,178,106 ","11,892,734 ",,,,,,,,129 ,
521 ,2023-06-05,"10,183,641 ","8,516,538 ","18,700,179 ",,,,,,,,143 ,
522 ,2023-06-06,"6,627,281 ","4,379,291 ","11,006,572 ",,,,,,,,132 ,
523 ,2023-06-07,"10,386,017 ","8,164,049 ","18,550,066 ",,,,,,,,168 ,
524 ,2023-06-08,"10,115,227 ","7,862,153 ","17,977,380 ",,,,,,,,121 ,
525 ,2023-06-09,"10,819,514 ","8,663,740 ","19,483,254 ",,,,,,,,195 ,
526 ,2023-06-10,"8,663,478 ","8,348,621 ","17,012,099 ",,,,,,,,76 ,
527 ,2023-06-11,"6,965,911 ","5,589,883 ","12,555,794 ",,,,,,,,0 ,
528 ,2023-06-12,"10,086,157 ","8,479,918 ","18,566,075 ",,,,,,,,117 ,
529 ,2023-06-13,"10,037,390 ","7,839,999 ","17,877,389 ",,,,,,,,197 ,
530 ,2023-06-14,"10,063,091 ","8,678,215 ","18,741,306 ",,,,,,,,103 ,
531 ,2023-06-15,"11,507,800 ","8,488,980 ","19,996,780 ",,,,,,,,96 ,
532 ,2023-06-16,"10,627,002 ","9,979,696 ","20,606,698 ",,,,,,,,177 ,
533 ,2023-06-17,"9,329,887 ","8,842,847 ","18,172,734 ",,,,,,,,160 ,
534 ,2023-06-18,"6,751,519 ","5,489,519 ","12,241,038 ",,,,,,,,121 ,
535 ,2023-06-19,"9,811,668 ","8,809,520 ","18,621,188 ",,,,,,,,150 ,
536 ,2023-06-20,"10,385,536 ","7,871,975 ","18,257,511 ",,,,,,,,122 ,
537 ,2023-06-21,"10,522,895 ","8,383,485 ","18,906,380 ",,,,,,,,68 ,
538 ,2023-06-22,"10,758,048 ","9,012,948 ","19,770,996 ",,,,,,,,193 ,
539 ,2023-06-23,"11,193,118 ","10,704,672 ","21,897,790 ",,,,,,,,144 ,
540 ,2023-06-24,"9,338,406 ","8,842,258 ","18,180,664 ",,,,,,,,141 ,
541 ,2023-06-25,"7,629,802 ","6,394,544 ","14,024,346 ",,,,,,,,104 ,
542 ,2023-06-26,"9,907,363 ","8,092,666 ","18,000,029 ",,,,,,,,33 ,
543 ,2023-06-27,"9,870,669 ","9,119,609 ","18,990,278 ",,,,,,,,128 ,
544 ,2023-06-28,"10,833,438 ","9,327,988 ","20,161,426 ",,,,,,,,118 ,
545 ,2023-06-29,"10,622,542 ","9,365,387 ","19,987,929 ",,,,,,,,8 ,
546 ,2023-06-30,"10,120,108 ","1,495,203 ","11,615,311 ",,,,,,,,139 ,
547 ,2023-07-01,"7,741,911 ","16,896,657 ","24,638,568 ",,,,,,,,149 ,
548 ,2023-07-02,"6,976,336 ","5,277,370 ","12,253,706 ",,,,,,,,106 ,
549 ,2023-07-03,"9,990,506 ","7,943,784 ","17,934,290 ",,,,,,,,127 ,
550 ,2023-07-04,"9,687,099 ","8,152,494 ","17,839,593 ",,,,,,,,25 ,
551 ,2023-07-05,"8,912,499 ","8,586,368 ","17,498,867 ",,,,,,,,140 ,
552 ,2023-07-06,"10,498,643 ","8,407,513 ","18,906,156 ",,,,,,,,129 ,
553 ,2023-07-07,"9,867,579 ","8,674,670 ","18,542,249 ",,,,,,,,125 ,
554 ,2023-07-08,"7,890,289 ","7,703,562 ","15,593,851 ",,,,,,,,100 ,
555 ,2023-07-09,"5,622,159 ","4,561,703 ","10,183,862 ",,,,,,,,39 ,
556 ,2023-07-10,"10,353,735 ","6,548,445 ","16,902,180 ",,,,,,,,99 ,
557 ,2023-07-11,"9,300,176 ","7,403,836 ","16,704,012 ",,,,,,,,7 ,
558 ,2023-07-12,"10,430,679 ","8,034,192 ","18,464,871 ",,,,,,,,74 ,
559 ,2023-07-13,"8,877,078 ","7,419,084 ","16,296,162 ",,,,,,,,10 ,
560 ,2023-07-14,"10,091,966 ","8,882,891 ","18,974,857 ",,,,,,,,0 ,
561 ,2023-07-15,"7,657,057 ","7,595,220 ","15,252,277 ",,,,,,,,22 ,
562 ,2023-07-16,"6,288,632 ","4,994,275 ","11,282,907 ",,,,,,,,78 ,
563 ,2023-07-17,"9,488,009 ","7,805,594 ","17,293,603 ",,,,,,,,140 ,
564 ,2023-07-18,"9,204,689 ","7,781,760 ","16,986,449 ",,,,,,,,95 ,
565 ,2023-07-19,"10,815,598 ","8,149,558 ","18,965,156 ",,,,,,,,172 ,
566 ,2023-07-20,"10,076,864 ","8,357,487 ","18,434,351 ",,,,,,,,124 ,
567 ,2023-07-21,"10,257,972 ","9,484,646 ","19,742,618 ",,,,,,,,125 ,
568 ,2023-07-22,"8,160,552 ","7,630,508 ","15,791,060 ",,,,,,,,64 ,
569 ,2023-07-23,"5,721,610 ","5,799,546 ","11,521,156 ",,,,,,,,0 ,
570 ,2023-07-24,"9,798,800 ","8,031,768 ","17,830,568 ",,,,,,,,118 ,
571 ,2023-07-25,"9,889,380 ","7,617,159 ","17,506,539 ",,,,,,,,107 ,
572 ,2023-07-26,"9,854,911 ","8,591,403 ","18,446,314 ",,,,,,,,117 ,
573 ,2023-07-27,"10,753,299 ","8,841,617 ","19,594,916 ",,,,,,,,149 ,
574 ,2023-07-28,"10,734,435 ","9,395,347 ","20,129,782 ",,,,,,,,136 ,
575 ,2023-07-29,"7,864,885 ","8,170,761 ","16,035,646 ",,,,,,,,120 ,
576 ,2023-07-30,"6,151,475 ","5,531,187 ","11,682,662 ",,,,,,,,96 ,
